cleaned_Addresses,lat,lng
2800 Nicolaus RD. STE. 100 Lincoln CA 95648-1757,38.8973983024,-121.329399548
6311 Larchwood DR. Huntington Beach CA 92647-2320,33.7469782169,-118.01977913
5900 Iroquois RD. Westminster CA 92683-2460,33.768442686,-118.026969308
8441 Trask AVE. Garden Grove CA 92844-1811,33.7666174597,-117.982269924
6952 Hood DR. Westminster CA 92683-2122,33.7712632774,-118.008839431
7200 Trask AVE. Westminster CA 92683-2626,33.7663936769,-118.002899871
14171 Newland ST. Westminster CA 92683-4503,33.7566101871,-117.981042617
15151 Columbia LN. Huntington Beach CA 92647-2507,33.7417706116,-118.017822199
14142 Hoover ST. Westminster CA 92683-4312,33.7570810631,-117.998326317
Fourth And Greenwood STS. Westwood CA 96137-1510,40.3040124274,-121.008195774
13521 Edwards ST. Westminster CA 92683-2502,33.7645602929,-118.015982988
1201 Felta RD. Healdsburg CA 95448-9476,38.579686631,-122.883748325
6311 Larchwood DR. Huntington Beach CA 92647,33.7469782169,-118.01977913
1515 Divisadero ST. Fresno CA 93721,36.7436376773,-119.792951037
200 S. C ST. Westmorland CA 92281-0088,33.0361528243,-115.618694288
100 Wheatland Park DR. Wheatland CA 95692-9286,39.0078230536,-121.436233862
1901 E. Shields AVE. STE. 169 Fresno CA 93726,36.779785319,-119.788045714
123 Beale HWY. Beale Air Force Base CA 95903-0818,39.1025246922,-121.335503786
19191 W. Excelsior AVE. Five Points CA 93624-0398,36.4005336885,-120.142968972
313 Birch ST. Westwood CA 96137,40.3031392001,-121.001875247
Fourth And Greenwood STS. Westwood CA 96137-1490,40.3040124274,-121.008195774
111 Hooper ST. Wheatland CA 95692-8215,39.0111149203,-121.428164302
3435 Main ST. STE. C Cottonwood CA 96022,49.337950856,-123.038179133
6812 S. Norwalk BLVD. Whittier CA 90606-1740,33.9837302817,-118.070101427
30611 Whitmore RD. Whitmore CA 96096-0010,40.6293294171,-121.910849791
1010 Wheatland RD. Wheatland CA 95692-9798,39.0077794419,-121.43099649
6302 S. Alta AVE. Whittier CA 90601-4601,33.984336771,-118.030195157
123 Beale HWY. Beale Afb CA 95903,39.1025246922,-121.335503786
11532 E. Floral DR. Whittier CA 90601-2832,33.9917176698,-118.054192707
10626 E. Orange Grove AVE. Whittier CA 90601-2145,33.9969362477,-118.060096107
8015 S. Painter AVE. Whittier CA 90602-2506,33.9678389455,-118.032739468
4030 S. Workman Mill RD. Whittier CA 90601-1795,34.015439261,-118.043449027
6005 S. Magnolia AVE. Whittier CA 90601-3260,33.9881702679,-118.050342921
15301 E. Youngwood DR. Whittier CA 90605-1345,33.954623176,-117.999210046
1010 S. Caraway DR. Whittier CA 90601-1121,34.0387272477,-118.008708326
11493 E. Rosehedge DR. Whittier CA 90606-1996,33.9777112479,-118.060361333
27801 N. Dickason DR. Valencia CA 91355-1208,34.4390555309,-118.563118868
7150 S. Cully AVE. Whittier CA 90606-1718,33.9804912942,-118.071923689
10800 Ben Avon Whittier CA 90606-3010,33.9713935762,-118.078518533
6411 S. Norwalk BLVD. Whittier CA 90606-1598,33.9864354838,-118.067539132
26623 May Way Santa Clarita CA 91351-1208,34.4081473502,-118.481712398
9800 S. Mills AVE. Whittier CA 90604-1030,33.9444278363,-118.024025554
12417 E. Philadelphia ST. Whittier CA 90601-3933,33.979137578,-118.044061522
25015 N. Newhall AVE. Newhall CA 91321-1098,34.388635392,-118.539894683
19300 W. Nadal ST. Canyon Country CA 91351-1253,34.429704132,-118.472411848
27171 N. Vista Delgado DR. Valencia CA 91354-2244,34.4418794867,-118.536397281
21900 Centurion Way Saugus CA 91350-1607,34.4430422651,-118.517913179
24825 N. Newhall AVE. Newhall CA 91321-1576,34.3843991553,-118.536376894
19425 W. Stillmore ST. Canyon Country CA 91351-2750,34.4183961969,-118.474665085
10400 S. Orr And Day RD. Santa Fe Springs CA 90670-4161,33.9411980318,-118.090488594
26455 Rockwell Canyon RD. Santa Clarita CA 91355,34.4028042594,-118.566472201
320 N. Halstead ST. Ste 200 Pasadena CA 91107,34.1520116748,-118.079636281
28771 Rio Norte DR. Santa Clarita CA 91354-2948,34.4134723071,-118.551876107
27051 Robert C. Lee PKWY. Santa Clarita CA 91321,34.3982300368,-118.491344115
26250 W. Valencia BLVD. Stevenson Ranch CA 91381,34.4024347532,-118.593776515
26255 W. Valencia BLVD. Valencia CA 91381,34.4230199974,-118.544487015
26334 Citrus ST. Santa Clarita CA 91355-2472,34.4158873438,-118.553369792
222 11th ST. Williams CA 95987-0007,39.1566290315,-122.155991182
28060 Hasley Canyon RD. Castaic CA 91384,34.4518246989,-118.624867751
1150 Magnolia ST. Willits CA 95490-4209,39.4003510239,-123.353036543
21445 Centre Pointe PKWY. Santa Clarita CA 91350,34.4111686226,-118.511808957
28141 Kelly Johnson PKWY. Santa Clarita CA 91355-1711,34.4469278373,-118.579442782
299 N. Main ST. Willits CA 95490-3110,39.4173230817,-123.354663576
300 Eleventh ST. Williams CA 95987,39.1549312788,-122.156185449
405 E. Commercial ST. Willits CA 95490-3007,39.4125630421,-123.347199498
32600 Sherwood RD. Willits CA 95490-3007,39.5275709165,-123.455343545
1431 S. Main ST. Willits CA 95490-4309,39.3965928991,-123.349383709
1404 E ST. Williams CA 95987-0007,39.1524882524,-122.15940844
3510 Spy Rock Laytonville CA 95454-0325,39.6872946092,-123.482883885
16201 N. Highway 101 Willits CA 95490-8724,39.3370958993,-123.308907054
5321 York RD. Montague CA 96064-9229,41.8481275756,-122.467934846
1275 Blosser LN. Willits CA 95490-4163,39.399351717,-123.359674206
11655 Airline HWY. Paicines CA 95043-0046,36.7361358701,-121.280478588
18020 E. AVE. O Palmdale CA 93591-3800,34.6166223701,-117.808861287
250 Branscomb RD. Laytonville CA 95454-0325,39.6878481203,-123.488388757
150 Ramsey RD. Laytonville CA 95454-0325,39.6853177464,-123.483632214
203 N. Murdock AVE. Willows CA 95988-2706,39.5213019161,-122.201009375
655 W. French ST. Willows CA 95988-2305,39.5267678632,-122.201879628
3775 Bodega AVE. Petaluma CA 94952-8023,38.2449526343,-122.685065084
41725 N. 170th ST. E. Lancaster CA 93535-7124,34.6430112624,-117.827308933
1145 W. Cedar ST. Willows CA 95988-3311,39.5141183258,-122.207729442
4305 S. Meridian RD. Meridian CA 95957-9647,39.0633446624,-121.837299515
425 Anderson AVE. Winters CA 95694-1609,38.5272376135,-121.979038906
17451 Pepper ST. Robbins CA 95676-9999,38.8712082503,-121.702757069
625 Elm ST. Woodland CA 95695-3921,38.6729503085,-121.777014615
7265 W. Almond AVE. Winton CA 95388-0008,37.3821336824,-120.618290922
500 W. Edwards ST. Winters CA 95694-1804,38.5204169105,-121.978209045
101 Grant AVE. Winters CA 95694-1617,38.5243074622,-121.972789313
126 N. W. ST. Woodland CA 95695-2614,38.687440224,-121.78389476
6981 Chestnut LN. Winton CA 95388,37.3889670515,-120.604388433
6300 N. Cypress AVE. Winton CA 95388-1477,37.379162522,-120.62269434
7160 W. Walnut AVE. Winton CA 95388-0130,37.3894581398,-120.616072612
312 Gibson RD. Woodland CA 95695-4765,38.6629127323,-121.777429544
525 Beamer ST. Woodland CA 95695-3209,38.6847385167,-121.773479551
525 Granada DR. Woodland CA 95695-4861,38.6657985938,-121.773639229
9544 Mill ST. Knights Landing CA 95645,38.7978547292,-121.72014939
1444 Stetson ST. Woodland CA 95695-6722,38.6660630719,-121.7543447
50 Ashley AVE. Woodland CA 95695-2504,38.6839412911,-121.797874171
624 W. S.WOOD DR. Woodland CA 95695-4304,38.6692683878,-121.793509248
3195 Woodside RD. Woodside CA 94062-2552,37.4281742803,-122.259040899
720 Homestead Way Woodland CA 95776,38.6713721755,-121.73863592
16541 RD. 168 Porterville CA 93257-9205,36.0892907282,-119.196753731
520 W. ST. Woodland CA 95695-3798,38.6747813615,-121.784115046
20450 Co RD. 97 Woodland CA 95695-9378,38.6422105223,-121.821224474
1716 Cottonwood ST. Woodland CA 95695-5137,38.658081595,-121.793524399
2345 Giffen AVE. Santa Rosa CA 95407-7380,38.4179172442,-122.743356302
1400 Pioneer AVE. Woodland CA 95776,38.6600688296,-121.742204784
416 Evergreen LN. Yreka CA 96097-3204,41.7242872867,-122.644023681
4389 Price AVE. Santa Rosa CA 95407-6550,38.4190603724,-122.775925714
21 N. W. ST. Woodland CA 95695-2611,38.6860800462,-121.783974017
246 Brittain LN. Santa Rosa CA 95401-5810,38.4321953316,-122.752635105
808 Gray AVE. Yuba City CA 95991-3639,39.1352592592,-121.630074612
1255 Barry RD. Yuba City CA 95991-9231,39.076341858,-121.633720379
400 Preece Way Yreka CA 96097,41.7302516553,-122.64097756
405 Jackson ST. Yreka CA 96097-2898,41.7283235304,-122.641024762
1582 Lincoln RD. Yuba City CA 95993-6017,39.1127029996,-121.643385166
8403 Bailey RD. Yuba City CA 95993-9524,39.0042113097,-121.662654776
100 Morton ST. Yuba City CA 95991-5820,39.1258771098,-121.6198606
256 Wilbur AVE. Yuba City CA 95991-9223,39.1285504471,-121.611762913
630 King AVE. Yuba City CA 95991-2808,39.1481948224,-121.624149281
840 Cooper AVE. Yuba City CA 95991-3849,39.1379346416,-121.623627087
500 Bridge ST. Yuba City CA 95991-3801,39.135303549,-121.615459985
800 April LN. Yuba City CA 95991-1943,39.1540492875,-121.629189795
1400 Phillips RD. Yuba City CA 95991-6746,39.1074633246,-121.631971084
1794 Villa AVE. Yuba City CA 95993-8827,39.1532923965,-121.664214261
2195 Blevin RD. Yuba City CA 95993-1401,39.1585512847,-121.651004102
13523 Second ST. Yucaipa CA 92399-5339,34.0085791857,-117.043182829
801 El Margarita RD. Yuba City CA 95993,39.1377393232,-121.662381571
301 Stewart RD. Yuba City CA 95991,39.0872606043,-121.611871542
1700 Camino De Flores Yuba City CA 95993-5226,39.1242716887,-121.647040172
34875 Tahoe DR. Yucaipa CA 92399-3334,34.0534140841,-117.042115201
35972 Susan ST. Yucaipa CA 92399,34.008394732,-117.019105034
800 Mustang Way Calimesa CA 92399,33.9975596865,-117.070955704
850 B ST. Yuba City CA 95991-4926,39.1304124862,-121.623174216
33000 Yucaipa BLVD. Yucaipa CA 92399-1951,34.0339780745,-117.08571924
12333 Eighth ST. Yucaipa CA 92399-2157,34.0300894636,-117.069244497
32870 AVE. E Yucaipa CA 92399-1903,34.0266480333,-117.087339332
11021 Sunnyside DR. Yucaipa CA 92399-3332,34.0530505359,-117.040663477
33692 Cramer RD. Yucaipa CA 92399,34.0409096154,-117.069478826
34450 Stonewood DR. Yucaipa CA 92399-6852,34.0454087725,-117.049727393
12375 California ST. Yucaipa CA 92399-4403,34.0287394499,-117.038811601
655 W. Yale Loop Irvine CA 92614-7939,33.6682580689,-117.809737133
3700 Chaparral AVE. Irvine CA 92606-2199,33.706867539,-117.792716844
100 Honors Irvine CA 92620-2536,33.7083925994,-117.739905732
1 Sundance Irvine CA 92603-3608,33.63330954,-117.812040228
2 Paseo W.PARK Irvine CA 92614-5311,33.6752025078,-117.823306476
2 Deerfield AVE. Irvine CA 92604-3048,33.6928622997,-117.788913713
155 E.SHORE Irvine CA 92604-4625,33.6793667709,-117.791935937
4200 Manzanita Irvine CA 92604-2711,33.6994531458,-117.789044987
3 Lemongrass Irvine CA 92604-3608,33.685259709,-117.795608533
125 Great Lawn Irvine CA 92620-3832,33.6959002194,-117.75122847
4321 Walnut AVE. Irvine CA 92604-2239,33.7012240252,-117.782372732
4861 Michelson DR. Irvine CA 92612-2826,33.6621926318,-117.80805993
2 Stone Creek S. Irvine CA 92604-4525,33.6847270603,-117.802006147
4572 Sandburg Way Irvine CA 92612-2735,33.6623156698,-117.820308883
29 Christamon W. Irvine CA 92620-1836,33.7177923683,-117.758737242
6 Federation Way Irvine CA 92603-0100,33.6315322854,-117.827652458
2 Liberty Irvine CA 92620-2536,33.7167675828,-117.768737154
4771 Campus DR. Irvine CA 92612-3298,33.6504475479,-117.823144268
4515 Portola PKWY. Irvine CA 92620-2200,33.7298064079,-117.752618988
5151 Amalfi DR. Irvine CA 92603-3443,33.6467970963,-117.818778178
2 Meadowbrook Irvine CA 92604-4726,33.6780706976,-117.805630958
4 Deerfield AVE. Irvine CA 92604-3048,33.6929067765,-117.788975481
28 Carson Irvine CA 92620-3313,33.7053371933,-117.76927563
670 Paseo W.PARK Irvine CA 92606,33.6914451965,-117.808706801
2005 Knollcrest Irvine CA 92603-3308,33.6482242763,-117.777043531
655 Springbrook N. Irvine CA 92614-7568,33.6714978801,-117.800599649
50 Blue Lake S. Irvine CA 92614-5472,33.6718630651,-117.809505192
25 San Carlo Irvine CA 92614-7314,33.6790357592,-117.827777264
12025 Yale CT. Irvine CA 92620-0210,33.7260708724,-117.753070049
355 Rush Lily Irvine CA 92620,33.6857407797,-117.756927718
1859 Bird ST. Oroville CA 95965-4937,39.5125938077,-121.55664016
1 Dove Creek Irvine CA 92618,33.6642840933,-117.783921144
1 W.WOOD Irvine CA 92620-6200,33.7110776864,-117.772862281
155 Visions Irvine CA 92620,33.6933877627,-117.760132827
1 Liberty Irvine CA 92620,33.7167531612,-117.768617084
260 Cohasset RD. STE. 120 Chico CA 95926-2282,39.7518778814,-121.852302265
4123 Lakeside DR. Richmond CA 94806-1942,37.9884987895,-122.331875101
1101 Alberta Way Concord CA 94521-3799,37.9495664663,-121.967356761
5100 Potrero AVE. Richmond CA 94804,None,None
10010 Shenandoah RD. Plymouth CA 95669,38.4823832142,-120.839537379
1800 Elm ST. El Cerrito CA 94530,37.9252455651,-122.313654622
150 Old Oak RD. San Andreas CA 95249,38.1884682445,-120.691829291
64144 Hume Lake RD. Hume CA 93628-9602,36.8074106784,-118.912637051
1149 W. Wood St Willows CA 95988-1092,39.5242480726,-122.208252202
1616 S. Fruit ST. Fresno CA 93706-2819,36.7260812428,-119.817673173
1207 S. Trinity ST. Fresno CA 93706,36.7301198175,-119.80860532
155 W. Washington BLVD. Los Angeles CA 90015,34.0319267353,-118.266298837
285 Bayside RD. Arcata CA 95521-6463,40.8640464754,-124.074477389
1901 E. Shields AVE. STE. 130 Fresno CA 93726-5309,36.779785319,-119.788045714
1011 Low Gap RD. Ukiah CA 95482,39.1618386998,-123.222698368
1850 Wardrobe AVE. BLDG. H Merced CA 95341,37.2954175578,-120.509238177
155 W. Washington BLVD. Los Angeles CA 90015-1524,34.0319267353,-118.266298837
3501 Chester AVE. Bakersfield CA 93301-1629,35.391390116,-119.018853657
1004 David AVE. Pacific Grove CA 93950-5443,36.6055518583,-121.929017278
901 Blanco CIR. Salinas CA 93901-0851,36.6532621915,-121.638441382
1025 S. Madera AVE. Madera CA 93637,36.9433903427,-120.055954886
901 Blanco CIR. Salinas CA 93901,36.6532621915,-121.638441382
1942 Randolph ST. Delano CA 93215,35.7820805159,-119.231945856
28123 AVE. 14 Madera CA 93638,None,None
901 Nectarine CT. Arvin CA 93203-2424,35.2140133664,-118.834269247
222 Casa Verde AVE. Monterey CA 93940,36.6013090889,-121.866275127
470 Searls AVE. Nevada City CA 95959,39.2559241724,-121.022761594
13032 Bitney Springs RD. Nevada City CA 95959,39.2542764948,-121.131730031
111 New Mohawk RD. Nevada City CA 95959,39.2488076248,-121.018566729
9845 Horn RD. STE. 150 Sacramento CA 95827-1948,38.5747287468,-121.328584632
135 Joerschke DR. Grass Valley CA 95945,39.2332917492,-121.040912865
505 Main ST. Nevada City CA 95959,39.265565929,-121.018789473
16229 Duggans RD. Grass Valley CA 95949,39.0738333008,-121.114314286
13730 Perris BLVD. Moreno Valley CA 92553-0868,33.9211516847,-117.22637368
1033 S. Auburn ST. Colfax CA 95713,39.0900924966,-120.952981108
2910 Redhill AVE. STE. 200 Costa Mesa CA 92626-5993,33.6680995562,-117.880547969
451 S. Villa AVE. Willows CA 95988,39.5160316784,-122.208861621
503 E. Central AVE. San Bernardino CA 92408-2313,34.0858577843,-117.274646872
6829 Stockton BLVD. # 380-c Sacramento CA 95823,None,None
2707 Transworld DR. Stockton CA 95206-3948,37.908298414,-121.232626448
43466 Business Park DR. Temecula CA 92590-5526,33.5004153858,-117.159762102
3939 13th ST. Riverside Ca 92501 CA 92501,-45.866530789,170.27130335
799 E. Washington AVE. El Cajon CA 92020-5327,32.7876134236,-116.952149077
4800 Magnolia AVE. Riverside CA 92506,33.9715136258,-117.384673979
3100 Monte Diablo AVE. Stockton CA 95203-1108,37.9548731418,-121.342673811
2829 Transworld DR. Stockton CA 95206-3950,37.9077063229,-121.230987707
2315 Canoas Garden AVE. San Jose CA 95125-2005,37.2928196835,-121.874421764
102 W. Portola AVE. Los Altos CA 94022-1210,37.3968225891,-122.116469318
788 Locust ST. San Jose CA 95110-2954,37.3215396005,-121.886854513
1776 Edal Park Dr San Jose CA 95122-2652,37.3290807378,-121.850202627
625 S. Sunset AVE. San Jose CA 95116-3423,37.3490986447,-121.843770558
331 S. 34th ST. San Jose CA 95116,37.3449109102,-121.851599048
1881 Cunningham AVE. San Jose CA 95122-1712,37.33026635,-121.82887717
2720 Sonoma PL. Santa Clara CA 95051-7916,37.3453238609,-121.975173106
198 W. Alma AVE. San Jose CA 95110,37.3136069775,-121.877892723
2249 Dobern AVE. San Jose CA 95116-1366,37.3521267016,-121.839141059
10 Sonoma AVE. BLDG. 942 San Luis Obispo CA 93405-3209,35.3234720272,-120.729630047
2960 Story RD. San Jose CA 95127,37.3541104136,-121.82213886
14271 Story RD. San Jose CA 95127-3105,37.3588105566,-121.815276175
1155 E. Julian St San Jose CA 95116-1005,37.3509349974,-121.871373152
4021 Teale AVE. San Jose CA 95117-3433,37.302652788,-121.972077939
610 Jarvis DR. Morgan Hill CA 95037-4530,37.1498728004,-121.652648669
70 S. Jackson AVE. San Jose CA 95116,37.3574112312,-121.842406884
370 Wooster ST. San Jose CA 95116,37.3547433249,-121.870749167
3200 Tully RD. Modesto CA 95350-0811,37.6848399577,-121.012384865
21945 Old Forty-four DR. Palo Cedro CA 96073-9760,40.5649868152,-122.215263392
2405 S. Mount Shasta BLVD. Mount Shasta CA 96067-9626,41.2875443189,-122.303531652
1601 Cunningham AVE. San Jose CA 95122,37.3265102326,-121.834463595
1125 Lincoln ST. Red Bluff CA 96080-9613,40.1780137701,-122.244600874
915 S. Mooney BLVD. Visalia CA 93277-5091,36.3229875092,-119.314080241
255 Swift ST. Santa Cruz CA 95060-6225,36.953264745,-122.04813291
4021 Teale Ave San Jose CA 95117,37.302652788,-121.972077939
19401 Susan Way Sonora CA 95370,37.974618448,-120.322004276
3737 W. Walnut AVE. Visalia CA 93277-3947,36.3127829855,-119.332529085
1735 E. Houston AVE. Visalia CA 93292-2349,36.3418525616,-119.273669632
715 Jackson ST. STE. B Red Bluff CA 96080,40.1751601008,-122.240503085
31191 RD. 180 Visalia CA 93292,36.3553704215,-119.171273998
495 Mercury DR. Sunnyvale CA 94085,37.3828909646,-121.991323631
1335 Calle Bouganvilla Thousand Oaks CA 91360-8603,34.211598016,-118.856249738
1104 E ST. Marysville CA 95901-4149,39.1474950321,-121.591614331
2060 Cameron ST. Ventura CA 93001-1425,34.3012565596,-119.292493496
401 S. A ST. STE. 3 Oxnard CA 93030-5278,34.1987915361,-119.178612199
9841 Texas Hill RD. Oregon House CA 95962-0180,39.3629276228,-121.245059196
8755 Fontaine ST. Oakland CA 94605-4197,37.7622940527,-122.151382248
2000 La Granada DR. Thousand Oaks CA 91362-2099,34.1933346109,-118.841211584
880 Hampshire RD. STE. S & U Westlake Village CA 91361-2865,34.1549763736,-118.831343462
5328 Brann ST. Oakland CA 94619-0452,37.7781024697,-122.189839665
